CRAB_ID,HAULJOIN,CRUISE,VESSEL,HAUL,STATION,SPECIES_KFRC,SPECIES_CODE,SEX,LENGTH,WIDTH,SHELL_CONDITION,EGG_COLOR,EGG_CONDITION,CLUTCH_SIZE,WEIGHT,DISEASE_CODE,DISEASE_DORSAL,DISEASE_VENTRAL,DISEASE_LEGS,SAMPLING_FACTOR,CHELA_HEIGHT,MERUS_LENGTH,COMMENTS,GIS_STATION
3904142,-23947,202401,162,234,M-28,,68560,1,,64.3,2,,,,,,,,,1,,,,M-28
3904143,-23947,202401,162,234,M-28,,68560,1,,46.5,2,,,,,,,,,1,,,,M-28
3904145,-23947,202401,162,234,M-28,,68560,1,,63.8,2,,,,,,,,,1,,,,M-28
3904146,-23947,202401,162,234,M-28,,68560,1,,46.7,2,,,,,,,,,1,,,,M-28
3904147,-23947,202401,162,234,M-28,,68560,1,,48.6,2,,,,,,,,,1,,,,M-28
3904148,-23947,202401,162,234,M-28,,68560,1,,58.9,2,,,,,,,,,1,,,,M-28
3904149,-23947,202401,162,234,M-28,,68560,2,,47.1,2,0,0,0,,,,,,1,,,,M-28
3904150,-23947,202401,162,234,M-28,,68560,2,,54.4,2,0,0,0,,,,,,1,,,,M-28
3904151,-23947,202401,162,234,M-28,,68560,2,,50.2,2,0,0,0,,,,,,1,,,,M-28
3904153,-23947,202401,162,234,M-28,,68560,2,,45.9,2,0,0,0,,,,,,1,,,,M-28
3904154,-23947,202401,162,234,M-28,,68560,2,,49.1,2,0,0,0,,,,,,1,,,,M-28
3904155,-23947,202401,162,234,M-28,,68560,2,,60.4,2,0,0,0,,,,,,1,,,,M-28
3904156,-23947,202401,162,234,M-28,,68560,2,,47.5,2,0,0,0,,,,,,1,,,,M-28
3904157,-23947,202401,162,234,M-28,,68560,2,,31.8,2,0,0,0,,,,,,1,,,,M-28
3904158,-23947,202401,162,234,M-28,,68560,2,,23.6,2,0,0,0,,,,,,1,,,,M-28
3904159,-23947,202401,162,234,M-28,,68560,2,,24.8,2,0,0,0,,,,,,1,,,,M-28
3904161,-23947,202401,162,234,M-28,,68560,2,,52.9,2,0,0,0,,,,,,1,,,,M-28
3904162,-23947,202401,162,234,M-28,,68560,2,,45.8,2,0,0,0,,,,,,1,,,,M-28
3904163,-23947,202401,162,234,M-28,,68560,2,,68.6,2,0,0,0,,,,,,1,,,,M-28
3904164,-23947,202401,162,234,M-28,,68560,2,,45.8,2,0,0,0,,,,,,1,,,,M-28
3904165,-23947,202401,162,234,M-28,,68560,2,,59.6,2,0,0,0,,,,,,1,,,,M-28
3904166,-23947,202401,162,234,M-28,,68560,2,,46.3,2,0,0,0,,,,,,1,,,,M-28
3904167,-23947,202401,162,234,M-28,,68560,2,,54.2,2,0,0,0,,,,,,1,,,,M-28
3904169,-23947,202401,162,234,M-28,,68560,2,,103.8,3,4,1,6,,,,,,1,,,,M-28
3904170,-23947,202401,162,234,M-28,,68560,2,,92.6,3,4,1,6,,,,,,1,,,,M-28
3904171,-23947,202401,162,234,M-28,,68560,2,,73.9,3,4,1,5,,,,,,1,,,,M-28
3904172,-23947,202401,162,234,M-28,,68560,2,,87.1,3,4,1,5,,,,,,1,,,,M-28
3904173,-23947,202401,162,234,M-28,,68560,2,,92.1,3,4,1,5,,,,,,1,,,,M-28
3904174,-23947,202401,162,234,M-28,,68560,2,,94.6,3,4,1,5,,,,,,1,,,,M-28
3904175,-23947,202401,162,234,M-28,,68560,2,,93.9,3,4,1,5,,,,,,1,,,,M-28
3904177,-23947,202401,162,234,M-28,,68560,2,,73.1,3,4,1,5,,,,,,1,,,,M-28
3904178,-23947,202401,162,234,M-28,,68560,2,,83.6,3,4,1,5,,,,,,1,,,,M-28
3904179,-23947,202401,162,234,M-28,,68560,2,,87.9,3,4,1,5,,,,,,1,,,,M-28
3904180,-23947,202401,162,234,M-28,,68560,2,,90.3,3,4,1,5,,,,,,1,,,,M-28
3904181,-23947,202401,162,234,M-28,,68560,2,,98.5,3,4,1,5,,,,,,1,,,,M-28
3904182,-23947,202401,162,234,M-28,,68560,2,,102,3,4,1,5,,,,,,1,,,,M-28
3904183,-23947,202401,162,234,M-28,,68560,2,,92.3,3,4,1,5,,,,,,1,,,,M-28
3904184,-23948,202401,162,235,M-27,,68560,1,,29.6,2,,,,,,,,,1,,,,M-27
3904186,-23948,202401,162,235,M-27,,68560,1,,36.2,2,,,,,,,,,1,,,,M-27
3904187,-23948,202401,162,235,M-27,,68560,1,,44.7,2,,,,,,,,,1,,,,M-27
3904188,-23948,202401,162,235,M-27,,68560,1,,35.3,2,,,,,,,,,1,,,,M-27
3904189,-23948,202401,162,235,M-27,,68560,1,,44.5,2,,,,,,,,,1,,,,M-27
3904190,-23948,202401,162,235,M-27,,68560,1,,113.9,3,,,,,,,,,1,,,,M-27
3904191,-23955,202401,162,238,K-21,,68580,2,,35.7,2,0,0,0,,,,,,15.19585,,,,K-21
3904192,-23955,202401,162,238,K-21,,68580,2,,41.1,2,0,0,0,,,,,,15.19585,,,,K-21
3904194,-23955,202401,162,238,K-21,,68580,2,,35.2,2,0,0,0,,,,,,15.19585,,,,K-21
3904195,-23955,202401,162,238,K-21,,68580,2,,36.5,2,0,0,0,,,,,,15.19585,,,,K-21
3904196,-23955,202401,162,238,K-21,,68580,2,,37.7,2,0,0,0,,,,,,15.19585,,,,K-21
3904197,-23955,202401,162,238,K-21,,68580,2,,41.2,2,0,0,0,,,,,,15.19585,,,,K-21
3904198,-23955,202401,162,238,K-21,,68580,2,,40.4,2,0,0,0,,,,,,15.19585,,,,K-21
3904199,-23955,202401,162,238,K-21,,68580,2,,39.7,2,0,0,0,,,,,,15.19585,,,,K-21
3904200,-23955,202401,162,238,K-21,,68580,2,,38.5,2,0,0,0,,,,,,15.19585,,,,K-21
3904202,-23955,202401,162,238,K-21,,68580,2,,45.6,2,0,0,0,,,,,,15.19585,,,,K-21
3904203,-23955,202401,162,238,K-21,,68580,2,,41.2,2,0,0,0,,,,,,15.19585,,,,K-21
3904204,-23955,202401,162,238,K-21,,68580,2,,58,2,0,0,0,,,,,,15.19585,,,,K-21
3904205,-23955,202401,162,238,K-21,,68580,2,,42.8,2,0,0,0,,,,,,15.19585,,,,K-21
3904206,-23955,202401,162,238,K-21,,68580,2,,60.3,2,0,0,0,,,,,,15.19585,,,,K-21
3904207,-23955,202401,162,238,K-21,,68580,2,,34.4,2,0,0,0,,,,,,15.19585,,,,K-21
3904208,-23955,202401,162,238,K-21,,68580,2,,45.8,2,0,0,0,,,,,,15.19585,,,,K-21
3904209,-23955,202401,162,238,K-21,,68580,2,,46.1,2,0,0,0,,,,,,15.19585,,,,K-21
3904211,-23955,202401,162,238,K-21,,68580,2,,47.2,2,0,0,0,,,,,,15.19585,,,,K-21
3904212,-23955,202401,162,238,K-21,,68580,2,,39.4,2,0,0,0,,,,,,15.19585,,,,K-21
3904213,-23955,202401,162,238,K-21,,68580,2,,46.2,2,0,0,0,,,,,,15.19585,,,,K-21
3904214,-23955,202401,162,238,K-21,,68580,2,,58.2,2,0,0,0,,,,,,15.19585,,,,K-21
3904215,-23955,202401,162,238,K-21,,68580,2,,41.8,2,0,0,0,,,,,,15.19585,,,,K-21
3904216,-23955,202401,162,238,K-21,,68580,2,,70.5,2,0,0,0,,,,,,15.19585,,,,K-21
3904217,-23955,202401,162,238,K-21,,68580,2,,36.9,2,0,0,0,,,,,,15.19585,,,,K-21
3904218,-23955,202401,162,238,K-21,,68580,2,,46.6,2,0,0,0,,,,,,15.19585,,,,K-21
3904219,-23955,202401,162,238,K-21,,68580,2,,40.8,2,0,0,0,,,,,,15.19585,,,,K-21
3904220,-23955,202401,162,238,K-21,,68580,2,,33.7,2,0,0,0,,,,,,15.19585,,,,K-21
3904221,-23955,202401,162,238,K-21,,68580,2,,43.1,2,0,0,0,,,,,,15.19585,,,,K-21
3904222,-23955,202401,162,238,K-21,,68580,2,,45.2,2,0,0,0,,,,,,15.19585,,,,K-21
3904223,-23955,202401,162,238,K-21,,68580,2,,49.9,2,0,0,0,,,,,,15.19585,,,,K-21
3904224,-23955,202401,162,238,K-21,,68580,2,,35.8,2,0,0,0,,,,,,15.19585,,,,K-21
3904225,-23955,202401,162,238,K-21,,68580,2,,33.5,2,0,0,0,,,,,,15.19585,,,,K-21
3904226,-23955,202401,162,238,K-21,,68580,2,,45.4,2,0,0,0,,,,,,15.19585,,,,K-21
3904227,-23955,202401,162,238,K-21,,68580,2,,36.4,2,0,0,0,,,,,,15.19585,,,,K-21
3904228,-23955,202401,162,238,K-21,,68580,2,,40,2,0,0,0,,,,,,15.19585,,,,K-21
3904229,-23955,202401,162,238,K-21,,68580,2,,34.6,2,0,0,0,,,,,,15.19585,,,,K-21
3904230,-23955,202401,162,238,K-21,,68580,2,,39.1,2,0,0,0,,,,,,15.19585,,,,K-21
3904231,-23955,202401,162,238,K-21,,68580,2,,47,2,0,0,0,,,,,,15.19585,,,,K-21
3904232,-23955,202401,162,238,K-21,,68580,2,,38.6,2,0,0,0,,,,,,15.19585,,,,K-21
3904233,-23955,202401,162,238,K-21,,68580,2,,43.3,2,0,0,0,,,,,,15.19585,,,,K-21
3904234,-23955,202401,162,238,K-21,,68580,2,,33.6,2,0,0,0,,,,,,15.19585,,,,K-21
3904235,-23955,202401,162,238,K-21,,68580,2,,39.3,2,0,0,0,,,,,,15.19585,,,,K-21
3904236,-23955,202401,162,238,K-21,,68580,2,,40.4,2,0,0,0,,,,,,15.19585,,,,K-21
3904237,-23955,202401,162,238,K-21,,68580,2,,44.3,2,0,0,0,,,,,,15.19585,,,,K-21
3904238,-23955,202401,162,238,K-21,,68580,2,,35.7,2,0,0,0,,,,,,15.19585,,,,K-21
3904239,-23955,202401,162,238,K-21,,68580,2,,33.9,2,0,0,0,,,,,,15.19585,,,,K-21
3904240,-23955,202401,162,238,K-21,,68580,2,,32.7,2,0,0,0,,,,,,15.19585,,,,K-21
3904241,-23955,202401,162,238,K-21,,68580,2,,31.5,2,0,0,0,,,,,,15.19585,,,,K-21
3904242,-23955,202401,162,238,K-21,,68580,2,,44.9,2,0,0,0,,,,,,15.19585,,,,K-21
3904243,-23955,202401,162,238,K-21,,68580,2,,38.5,2,0,0,0,,,,,,15.19585,,,,K-21
3904244,-23955,202401,162,238,K-21,,68580,2,,33.4,2,0,0,0,,,,,,15.19585,,,,K-21
3904245,-23955,202401,162,238,K-21,,68580,2,,37.9,2,0,0,0,,,,,,15.19585,,,,K-21
3904247,-23955,202401,162,238,K-21,,68580,2,,38.9,2,0,0,0,,,,,,15.19585,,,,K-21
3904248,-23955,202401,162,238,K-21,,68580,2,,32.3,2,0,0,0,,,,,,15.19585,,,,K-21
3904249,-23955,202401,162,238,K-21,,68580,2,,36.5,2,0,0,0,,,,,,15.19585,,,,K-21
3904250,-23955,202401,162,238,K-21,,68580,2,,36.2,2,0,0,0,,,,,,15.19585,,,,K-21
3904251,-23955,202401,162,238,K-21,,68580,2,,57.3,2,0,0,0,,,,,,15.19585,,,,K-21
3904252,-23955,202401,162,238,K-21,,68580,2,,54.5,2,0,0,0,,,,,,15.19585,,,,K-21
3904253,-23955,202401,162,238,K-21,,68580,2,,45.2,2,0,0,0,,,,,,15.19585,,,,K-21
3904255,-23955,202401,162,238,K-21,,68580,2,,33.1,2,0,0,0,,,,,,15.19585,,,,K-21
3904256,-23955,202401,162,238,K-21,,68580,2,,37.2,2,0,0,0,,,,,,15.19585,,,,K-21
3904257,-23955,202401,162,238,K-21,,68580,2,,47.4,2,0,0,0,,,,,,15.19585,,,,K-21
3904258,-23955,202401,162,238,K-21,,68580,2,,49.6,2,0,0,0,,,,,,15.19585,,,,K-21
3904259,-23949,202401,162,236,L-27,,68560,1,,45.2,2,,,,,,,,,1,,,,L-27
3904260,-23949,202401,162,236,L-27,,68560,1,,36,2,,,,,,,,,1,,,,L-27
3904261,-23949,202401,162,236,L-27,,68560,1,,50.9,2,,,,,,,,,1,,,,L-27
3904262,-23949,202401,162,236,L-27,,68560,1,,42.4,2,,,,,,,,,1,,,,L-27
3904264,-23949,202401,162,236,L-27,,68560,1,,49.6,2,,,,,,,,,1,,,,L-27
3904265,-23949,202401,162,236,L-27,,68560,1,,39.1,2,,,,,,,,,1,,,,L-27
3904266,-23949,202401,162,236,L-27,,68560,1,,49.6,2,,,,,,,,,1,,,,L-27
3904267,-23949,202401,162,236,L-27,,68560,1,,43.5,2,,,,,,,,,1,,,,L-27
3904268,-23949,202401,162,236,L-27,,68560,1,,62.1,2,,,,,,,,,1,,,,L-27
3904269,-23949,202401,162,236,L-27,,68560,1,,67.1,2,,,,,,,,,1,,,,L-27
3904270,-23949,202401,162,236,L-27,,68560,1,,46.1,2,,,,,,,,,1,,,,L-27
3904272,-23949,202401,162,236,L-27,,68560,2,,76.1,2,4,1,4,,,,,,1,,,,L-27
3904273,-23949,202401,162,236,L-27,,68560,2,,70.6,2,4,1,5,,,,,,1,,,,L-27
3904274,-23949,202401,162,236,L-27,,68560,2,,77.6,2,4,1,5,,,,,,1,,,,L-27
3904275,-23949,202401,162,236,L-27,,68560,2,,75.2,2,4,1,6,,,,,,1,,,,L-27
3904276,-23949,202401,162,236,L-27,,68560,2,,48.1,2,0,0,0,,,,,,1,,,,L-27
3904277,-23949,202401,162,236,L-27,,68560,2,,41.9,2,0,0,0,,,,,,1,,,,L-27
3904279,-23949,202401,162,236,L-27,,68560,2,,43.5,2,0,0,0,,,,,,1,,,,L-27
3904280,-23949,202401,162,236,L-27,,68560,2,,35.6,2,0,0,0,,,,,,1,,,,L-27
3904281,-23949,202401,162,236,L-27,,68560,2,,38.1,2,0,0,0,,,,,,1,,,,L-27
3904282,-23949,202401,162,236,L-27,,68560,2,,43.6,2,0,0,0,,,,,,1,,,,L-27
3904283,-23949,202401,162,236,L-27,,68560,2,,67.1,2,0,0,0,,,,,,1,,,,L-27
3904284,-23949,202401,162,236,L-27,,68560,2,,46.4,2,0,0,0,,,,,,1,,,,L-27
3904285,-23949,202401,162,236,L-27,,68560,2,,44.1,2,0,0,0,,,,,,1,,,,L-27
3904286,-23949,202401,162,236,L-27,,68560,2,,39.4,2,0,0,0,,,,,,1,,,,L-27
3904288,-23949,202401,162,236,L-27,,68580,1,,112.4,3,,,,,,,,,1,,,,L-27
3904289,-23949,202401,162,236,L-27,,68580,1,,104.7,3,,,,,,,,,1,,,,L-27
3904290,-23954,202401,162,237,K-22,,68580,1,,46.6,2,,,,,,,,,25.0142,,,,K-22
3904291,-23954,202401,162,237,K-22,,68580,1,,75,2,,,,,,,,,25.0142,,,,K-22
3904292,-23954,202401,162,237,K-22,,68580,1,,73.6,2,,,,,,,,,25.0142,,,,K-22
3904293,-23955,202401,162,238,K-21,,68580,2,,47,2,0,0,0,,,,,,15.19585,,,,K-21
3904295,-23955,202401,162,238,K-21,,68580,2,,52.3,2,0,0,0,,,,,,15.19585,,,,K-21
3904296,-23955,202401,162,238,K-21,,68580,2,,46.9,2,0,0,0,,,,,,15.19585,,,,K-21
3904297,-23955,202401,162,238,K-21,,68580,2,,34.8,2,0,0,0,,,,,,15.19585,,,,K-21
3904298,-23955,202401,162,238,K-21,,68580,2,,42.8,2,0,0,0,,,,,,15.19585,,,,K-21
3904299,-23955,202401,162,238,K-21,,68580,2,,34.8,2,0,0,0,,,,,,15.19585,,,,K-21
3904300,-23955,202401,162,238,K-21,,68580,2,,46.8,2,0,0,0,,,,,,15.19585,,,,K-21
3904301,-23955,202401,162,238,K-21,,68580,2,,49.9,2,0,0,0,,,,,,15.19585,,,,K-21
3904302,-23955,202401,162,238,K-21,,68590,1,,75.6,2,,,,,,,,,6.12601,,,,K-21
3904304,-23955,202401,162,238,K-21,,68590,2,,60.9,2,0,0,0,,,,,,6.12601,,,,K-21
3904305,-23955,202401,162,238,K-21,,68590,2,,56.4,2,0,0,0,,,,,,6.12601,,,,K-21
3904306,-23955,202401,162,238,K-21,,68590,2,,64.3,2,0,0,0,,,,,,6.12601,,,,K-21
3904307,-23955,202401,162,238,K-21,,68580,1,,110.6,2,,,,,,,,,1,,,,K-21
3904308,-23955,202401,162,238,K-21,,68580,1,,103.2,2,,,,,,,,,1,,,,K-21
3904309,-23955,202401,162,238,K-21,,68580,1,,98.5,2,,,,,,,,,1,,,,K-21
3904310,-23972,202401,162,247,I-21,,68560,1,,64.2,2,,,,,,,,,4.3686,,,,I-21
3904312,-23972,202401,162,247,I-21,,68560,1,,63.3,2,,,,,,,,,4.3686,,,,I-21
3904313,-23972,202401,162,247,I-21,,68560,1,,78.8,2,,,,,,,,,4.3686,,,,I-21
3904314,-23972,202401,162,247,I-21,,68560,2,,80.1,2,4,1,4,,,,,,4.3686,,,,I-21
3904315,-23972,202401,162,247,I-21,,68560,2,,32.9,2,0,0,0,,,,,,4.3686,,,,I-21
3904316,-23972,202401,162,247,I-21,,68580,1,,55.3,2,,,,,,,,,4.3686,,,,I-21
3904317,-23972,202401,162,247,I-21,,68580,1,,56.2,2,,,,,,,,,4.3686,,,,I-21
3904318,-23972,202401,162,247,I-21,,68580,1,,64.8,2,,,,,,,,,4.3686,,,,I-21
3904320,-23972,202401,162,247,I-21,,68580,1,,60.9,2,,,,,,,,,4.3686,,,,I-21
3904321,-23972,202401,162,247,I-21,,68580,1,,58.6,2,,,,,,,,,4.3686,,,,I-21
3904322,-23972,202401,162,247,I-21,,68580,1,,59,2,,,,,,,,,4.3686,,,,I-21
3904323,-23972,202401,162,247,I-21,,68580,1,,58.8,2,,,,,,,,,4.3686,,,,I-21
3904324,-23972,202401,162,247,I-21,,68580,1,,63.5,2,,,,,,,,,4.3686,,,,I-21
3904325,-23972,202401,162,247,I-21,,68580,1,,42.9,2,,,,,,,,,4.3686,,,,I-21
3903752,-23920,202401,162,218,61-03,,68560,2,,64.1,2,0,0,0,,,,,,1,,,,61-03
3903753,-23920,202401,162,218,61-03,,68560,2,,41,2,0,0,0,,,,,,1,,,,61-03
3903754,-23920,202401,162,218,61-03,,68560,2,,58.8,2,0,0,0,,,,,,1,,,,61-03
3903755,-23920,202401,162,218,61-03,,68560,2,,57.5,2,0,0,0,,,,,,1,,,,61-03
3903756,-23920,202401,162,218,61-03,,68560,2,,48.4,2,0,0,0,,,,,,1,,,,61-03
3903757,-23920,202401,162,218,61-03,,68560,2,,44.8,2,0,0,0,,,,,,1,,,,61-03
3903758,-23920,202401,162,218,61-03,,68560,2,,51.6,2,0,0,0,,,,,,1,,,,61-03
3903759,-23920,202401,162,218,61-03,,68560,2,,37,2,0,0,0,,,,,,1,,,,61-03
3903760,-23920,202401,162,218,61-03,,68560,2,,60.4,2,0,0,0,,,,,,1,,,,61-03
3903761,-23920,202401,162,218,61-03,,68560,2,,41.2,2,0,0,0,,,,,,1,,,,61-03
3903762,-23920,202401,162,218,61-03,,68560,2,,57.3,2,0,0,0,,,,,,1,,,,61-03
3903763,-23920,202401,162,218,61-03,,68560,2,,47.8,2,0,0,0,,,,,,1,,,,61-03
3903764,-23920,202401,162,218,61-03,,68560,2,,58.5,2,0,0,0,,,,,,1,,,,61-03
3903765,-23920,202401,162,218,61-03,,68560,2,,34.2,2,0,0,0,,,,,,1,,,,61-03
3903766,-23920,202401,162,218,61-03,,68590,1,,39.4,2,,,,,,,,,1,,,,61-03
3903767,-23920,202401,162,218,61-03,,68590,1,,58.5,2,,,,,,,,,1,,,,61-03
3903768,-23920,202401,162,218,61-03,,68590,2,,44.1,2,0,0,0,,,,,,1,,,,61-03
3903769,-23927,202401,162,225,61-07,,68590,2,,68.8,2,0,0,0,,,,,,1,,,,61-07
3903770,-23927,202401,162,225,61-07,,68560,1,,37.6,2,,,,,,,,,1,,,,61-07
3903771,-23927,202401,162,225,61-07,,68560,1,,35.5,2,,,,,,,,,1,,,,61-07
3903772,-23927,202401,162,225,61-07,,68560,1,,72,2,,,,,,,,,1,,,,61-07
3903773,-23927,202401,162,225,61-07,,68560,1,,62.4,2,,,,,,,,,1,,,,61-07
3903774,-23927,202401,162,225,61-07,,68560,1,,32.6,2,,,,,,,,,1,,,,61-07
3903775,-23927,202401,162,225,61-07,,68560,1,,59.4,2,,,,,,,,,1,,,,61-07
3903776,-23927,202401,162,225,61-07,,68560,1,,72.3,2,,,,,,,,,1,,,,61-07
3903778,-23927,202401,162,225,61-07,,68560,1,,49.9,2,,,,,,,,,1,,,,61-07
3903779,-23927,202401,162,225,61-07,,68560,1,,67.3,2,,,,,,,,,1,,,,61-07
3903780,-23927,202401,162,225,61-07,,68560,1,,64.4,2,,,,,,,,,1,,,,61-07
3903781,-23927,202401,162,225,61-07,,68560,1,,70.6,2,,,,,,,,,1,,,,61-07
3903782,-23927,202401,162,225,61-07,,68560,1,,61.5,2,,,,,,,,,1,,,,61-07
3903783,-23927,202401,162,225,61-07,,68560,1,,50.5,2,,,,,,,,,1,,,,61-07
3903785,-23927,202401,162,225,61-07,,68560,2,,45,2,0,0,0,,,,,,1,,,,61-07
3903786,-23927,202401,162,225,61-07,,68560,2,,49.7,2,0,0,0,,,,,,1,,,,61-07
3903787,-23927,202401,162,225,61-07,,68560,2,,71.3,2,0,0,0,,,,,,1,,,,61-07
3903788,-23927,202401,162,225,61-07,,68560,2,,56.6,2,0,0,0,,,,,,1,,,,61-07
3903789,-23927,202401,162,225,61-07,,68560,2,,53.9,2,0,0,0,,,,,,1,,,,61-07
3903790,-23927,202401,162,225,61-07,,68560,2,,43,2,0,0,0,,,,,,1,,,,61-07
3903792,-23927,202401,162,225,61-07,,68560,2,,68.6,2,0,0,0,,,,,,1,,,,61-07
3903793,-23927,202401,162,225,61-07,,68560,2,,53,2,0,0,0,,,,,,1,,,,61-07
3903794,-23927,202401,162,225,61-07,,68560,2,,63.8,2,0,0,0,,,,,,1,,,,61-07
3903795,-23927,202401,162,225,61-07,,68560,2,,64.2,2,0,0,0,,,,,,1,,,,61-07
3903796,-23927,202401,162,225,61-07,,68560,2,,58.3,2,0,0,0,,,,,,1,,,,61-07
3903797,-23927,202401,162,225,61-07,,68560,2,,63.1,2,0,0,0,,,,,,1,,,,61-07
3903798,-23927,202401,162,225,61-07,,68560,2,,64.9,2,0,0,0,,,,,,1,,,,61-07
3903800,-23927,202401,162,225,61-07,,68560,2,,62.7,2,0,0,0,,,,,,1,,,,61-07
3903801,-23927,202401,162,225,61-07,,68560,2,,62,2,0,0,0,,,,,,1,,,,61-07
3903802,-23927,202401,162,225,61-07,,68560,2,,63.3,2,0,0,0,,,,,,1,,,,61-07
3903803,-23927,202401,162,225,61-07,,68560,2,,49.7,2,0,0,0,,,,,,1,,,,61-07
3903804,-23927,202401,162,225,61-07,,68560,2,,63.1,2,0,0,0,,,,,,1,,,,61-07
3903805,-23927,202401,162,225,61-07,,68560,2,,62.8,2,0,0,0,,,,,,1,,,,61-07
3903807,-23927,202401,162,225,61-07,,68560,2,,67.8,2,0,0,0,,,,,,1,,,,61-07
3903808,-23927,202401,162,225,61-07,,68560,2,,62.7,2,0,0,0,,,,,,1,,,,61-07
3903809,-23927,202401,162,225,61-07,,68560,2,,64.4,2,0,0,0,,,,,,1,,,,61-07
3903810,-23927,202401,162,225,61-07,,68560,2,,66.3,2,0,0,0,,,,,,1,,,,61-07
